I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.084,,0.075,-0.022,-0.052,,,,,,
,-0.085,,0.077,-0.026,-0.05,,,,,,
,-0.085,,0.078,-0.027,-0.049,,,,,,
,-0.084,,0.077,-0.026,-0.05,,,,,,
,-0.085,,0.078,-0.027,-0.049,,,,,,
,-0.084,,0.08,-0.031,-0.046,,,,,,
,-0.085,,0.082,-0.036,-0.044,,,,,,
,-0.084,,0.083,-0.036,-0.045,,,,,,
,-0.085,,0.083,-0.038,-0.043,,,,,,
,-0.084,,0.085,-0.042,-0.041,,,,,,
,-0.085,,0.086,-0.046,-0.04,,,,,,
,-0.084,,0.087,-0.048,-0.039,,,,,,
,-0.085,,0.085,-0.042,-0.042,,,,,,
,-0.084,,0.081,-0.034,-0.045,,,,,,
,-0.085,,0.079,-0.031,-0.046,,,,,,
,-0.084,,0.077,-0.028,-0.049,,,,,,
,-0.084,,0.075,-0.023,-0.051,,,,,,
,-0.085,,0.075,-0.023,-0.051,,,,,,
,-0.084,,0.077,-0.027,-0.049,,,,,,
,-0.085,,0.078,-0.027,-0.05,,,,,,
,-0.084,,0.079,-0.031,-0.047,,,,,,
,-0.085,,0.079,-0.031,-0.047,,,,,,
,-0.084,,0.081,-0.033,-0.046,,,,,,
,-0.085,,0.083,-0.036,-0.044,,,,,,
,-0.084,,0.083,-0.036,-0.045,,,,,,
,-0.085,,0.086,-0.042,-0.042,,,,,,
,-0.082,,0.086,-0.048,-0.037,,,,,,
,-0.079,,0.084,-0.05,-0.034,,,,,,
,-0.08,,0.086,-0.055,-0.031,,,,,,
,-0.08,,0.09,-0.058,-0.03,,,,,,
,-0.077,,0.088,-0.061,-0.027,,,,,,
,-0.074,,0.087,-0.063,-0.023,,,,,,
,-0.074,,0.089,-0.066,-0.022,,,,,,
,-0.075,,0.086,-0.062,-0.024,,,,,,
,-0.075,,0.087,-0.062,-0.024,,,,,,
,-0.072,,0.083,-0.058,-0.025,,,,,,
,-0.069,,0.079,-0.055,-0.024,,,,,,
,-0.069,,0.079,-0.054,-0.025,,,,,,
,-0.07,,0.076,-0.05,-0.027,,,,,,
,-0.07,,0.077,-0.051,-0.027,,,,,,
,-0.068,,0.074,-0.046,-0.027,,,,,,
,-0.065,,0.065,-0.034,-0.03,,,,,,
,-0.064,,0.063,-0.027,-0.034,,,,,,
,-0.065,,0.061,-0.023,-0.036,,,,,,
,-0.062,,0.055,-0.016,-0.037,,,,,,
,-0.06,,0.047,-0.007,-0.041,,,,,,
,-0.059,,0.044,0.0,-0.045,,,,,,
,-0.059,,0.042,0.005,-0.047,,,,,,
,-0.06,,0.046,0.0,-0.044,,,,,,
,-0.058,,0.046,-0.006,-0.039,,,,,,
,-0.054,,0.045,-0.007,-0.036,,,,,,
,-0.054,,0.048,-0.011,-0.034,,,,,,
,-0.055,,0.049,-0.015,-0.032,,,,,,
,-0.055,,0.052,-0.019,-0.031,,,,,,
,-0.053,,0.052,-0.023,-0.028,,,,,,
,-0.049,,0.049,-0.024,-0.024,,,,,,
,-0.049,,0.044,-0.012,-0.03,,,,,,
,-0.05,,0.036,0.001,-0.038,,,,,,
,-0.049,,0.035,0.004,-0.039,,,,,,
,-0.049,,0.038,-0.001,-0.035,,,,,,
,-0.05,,0.04,-0.004,-0.034,,,,,,
,-0.05,,0.039,-0.005,-0.034,,,,,,
,-0.052,,0.043,-0.008,-0.035,,,,,,
,-0.056,,0.051,-0.015,-0.034,,,,,,
,-0.06,,0.055,-0.02,-0.035,,,,,,
,-0.064,,0.059,-0.021,-0.036,,,,,,
,-0.065,,0.063,-0.029,-0.033,,,,,,
,-0.064,,0.066,-0.035,-0.03,,,,,,
,-0.065,,0.067,-0.038,-0.029,,,,,,
,-0.064,,0.069,-0.042,-0.027,,,,,,
,-0.065,,0.071,-0.046,-0.025,,,,,,
,-0.064,,0.073,-0.049,-0.023,,,,,,
,-0.065,,0.076,-0.054,-0.02,,,,,,
,-0.064,,0.076,-0.056,-0.02,,,,,,
,-0.065,,0.075,-0.052,-0.021,,,,,,
,-0.064,,0.072,-0.048,-0.024,,,,,,
,-0.065,,0.07,-0.044,-0.026,,,,,,
,-0.064,,0.068,-0.04,-0.028,,,,,,
,-0.065,,0.066,-0.036,-0.03,,,,,,
,-0.064,,0.064,-0.032,-0.032,,,,,,
,-0.065,,0.064,-0.03,-0.032,,,,,,
,-0.064,,0.067,-0.037,-0.029,,,,,,
,-0.065,,0.073,-0.05,-0.024,,,,,,
,-0.069,,0.081,-0.059,-0.021,,,,,,
,-0.07,,0.081,-0.056,-0.023,,,,,,
,-0.069,,0.079,-0.053,-0.024,,,,,,
,-0.07,,0.08,-0.055,-0.025,,,,,,
,-0.069,,0.079,-0.054,-0.024,,,,,,
,-0.069,,0.077,-0.05,-0.026,,,,,,
,-0.07,,0.076,-0.049,-0.027,,,,,,
,-0.069,,0.076,-0.05,-0.026,,,,,,
,-0.07,,0.077,-0.05,-0.027,,,,,,
,-0.074,,0.081,-0.051,-0.03,,,,,,
,-0.075,,0.08,-0.047,-0.031,,,,,,
,-0.075,,0.079,-0.046,-0.031,,,,,,
,-0.074,,0.08,-0.047,-0.032,,,,,,
,-0.075,,0.079,-0.046,-0.031,,,,,,
,-0.074,,0.08,-0.046,-0.032,,,,,,
,-0.075,,0.078,-0.043,-0.034,,,,,,
,-0.074,,0.075,-0.04,-0.035,,,,,,
,-0.076,,0.077,-0.043,-0.035,,,,,,
,-0.08,,0.081,-0.044,-0.037,,,,,,
,-0.08,,0.081,-0.04,-0.039,,,,,,
,-0.079,,0.079,-0.039,-0.04,,,,,,
,-0.08,,0.08,-0.039,-0.039,,,,,,
,-0.079,,0.079,-0.04,-0.04,,,,,,
,-0.08,,0.079,-0.04,-0.04,,,,,,
,-0.079,,0.078,-0.036,-0.041,,,,,,
,-0.08,,0.078,-0.034,-0.042,,,,,,
,-0.079,,0.077,-0.035,-0.041,,,,,,
,-0.08,,0.078,-0.034,-0.042,,,,,,
,-0.084,,0.082,-0.036,-0.045,,,,,,
,-0.085,,0.087,-0.045,-0.04,,,,,,
,-0.084,,0.093,-0.059,-0.033,,,,,,
,-0.085,,0.097,-0.067,-0.029,,,,,,
,-0.084,,0.095,-0.061,-0.031,,,,,,
,-0.085,,0.095,-0.061,-0.031,,,,,,
,-0.084,,0.094,-0.062,-0.032,,,,,,
,-0.085,,0.093,-0.06,-0.033,,,,,,
,-0.084,,0.091,-0.056,-0.035,,,,,,
,-0.085,,0.092,-0.057,-0.034,,,,,,
,-0.084,,0.091,-0.056,-0.035,,,,,,
,-0.085,,0.092,-0.057,-0.034,,,,,,
,-0.084,,0.091,-0.055,-0.035,,,,,,
,-0.084,,0.09,-0.052,-0.037,,,,,,
,-0.085,,0.089,-0.051,-0.037,,,,,,
,-0.084,,0.09,-0.053,-0.036,,,,,,
,-0.085,,0.089,-0.05,-0.037,,,,,,
,-0.084,,0.087,-0.047,-0.039,,,,,,
,-0.085,,0.086,-0.047,-0.04,,,,,,
,-0.084,,0.087,-0.046,-0.039,,,,,,
,-0.085,,0.087,-0.048,-0.039,,,,,,
,-0.084,,0.086,-0.045,-0.04,,,,,,
,-0.085,,0.085,-0.042,-0.041,,,,,,
,-0.084,,0.085,-0.041,-0.042,,,,,,
,-0.085,,0.084,-0.042,-0.042,,,,,,
,-0.084,,0.085,-0.042,-0.041,,,,,,
,-0.085,,0.083,-0.041,-0.043,,,,,,
,-0.084,,0.08,-0.032,-0.046,,,,,,
,-0.085,,0.078,-0.027,-0.049,,,,,,
,-0.084,,0.077,-0.024,-0.05,,,,,,
,-0.085,,0.073,-0.019,-0.052,,,,,,
,-0.084,,0.073,-0.016,-0.054,,,,,,
,-0.085,,0.074,-0.021,-0.052,,,,,,
,-0.084,,0.075,-0.023,-0.051,,,,,,
,-0.085,,0.074,-0.021,-0.052,,,,,,
,-0.084,,0.075,-0.023,-0.051,,,,,,
,-0.085,,0.077,-0.026,-0.05,,,,,,
,-0.084,,0.078,-0.028,-0.049,,,,,,
,-0.085,,0.077,-0.026,-0.05,,,,,,
,-0.084,,0.078,-0.028,-0.048,,,,,,
,-0.085,,0.08,-0.031,-0.046,,,,,,
,-0.084,,0.079,-0.032,-0.047,,,,,,
,-0.085,,0.08,-0.031,-0.046,,,,,,
,-0.084,,0.08,-0.032,-0.047,,,,,,
,-0.085,,0.079,-0.031,-0.046,,,,,,
,-0.084,,0.08,-0.032,-0.046,,,,,,
,-0.085,,0.082,-0.035,-0.045,,,,,,
,-0.084,,0.082,-0.038,-0.045,,,,,,
,-0.085,,0.083,-0.036,-0.044,,,,,,
,-0.084,,0.082,-0.037,-0.045,,,,,,
,-0.084,,0.082,-0.036,-0.044,,,,,,
,-0.085,,0.083,-0.036,-0.045,,,,,,
,-0.084,,0.084,-0.04,-0.043,,,,,,
,-0.085,,0.088,-0.05,-0.038,,,,,,
,-0.084,,0.092,-0.056,-0.034,,,,,,
,-0.085,,0.089,-0.052,-0.036,,,,,,
,-0.087,,0.092,-0.052,-0.038,,,,,,
,-0.09,,0.096,-0.055,-0.04,,,,,,
,-0.09,,0.094,-0.054,-0.039,,,,,,
,-0.089,,0.092,-0.05,-0.041,,,,,,
,-0.09,,0.091,-0.049,-0.042,,,,,,
,-0.089,,0.092,-0.05,-0.041,,,,,,
,-0.09,,0.091,-0.049,-0.042,,,,,,
,-0.089,,0.092,-0.049,-0.041,,,,,,
,-0.09,,0.09,-0.045,-0.044,,,,,,
,-0.089,,0.089,-0.044,-0.045,,,,,,
,-0.09,,0.09,-0.045,-0.044,,,,,,
,-0.089,,0.089,-0.044,-0.045,,,,,,
,-0.09,,0.089,-0.044,-0.044,,,,,,
,-0.089,,0.087,-0.041,-0.046,,,,,,
,-0.092,,0.09,-0.04,-0.049,,,,,,
,-0.095,,0.093,-0.042,-0.05,,,,,,
,-0.094,,0.092,-0.041,-0.05,,,,,,
,-0.095,,0.09,-0.037,-0.051,,,,,,
,-0.094,,0.089,-0.036,-0.052,,,,,,
,-0.095,,0.09,-0.036,-0.051,,,,,,
,-0.094,,0.089,-0.037,-0.052,,,,,,
,-0.095,,0.089,-0.037,-0.052,,,,,,
,-0.094,,0.088,-0.033,-0.054,,,,,,
,-0.095,,0.088,-0.031,-0.055,,,,,,
,-0.094,,0.087,-0.032,-0.054,,,,,,
,-0.095,,0.088,-0.031,-0.055,,,,,,
,-0.094,,0.088,-0.031,-0.054,,,,,,
,-0.095,,0.089,-0.035,-0.052,,,,,,
,-0.092,,0.087,-0.036,-0.05,,,,,,
,-0.089,,0.084,-0.034,-0.05,,,,,,
,-0.09,,0.085,-0.035,-0.05,,,,,,
,-0.089,,0.084,-0.034,-0.049,,,,,,
,-0.09,,0.085,-0.035,-0.05,,,,,,
,-0.088,,0.083,-0.034,-0.049,,,,,,
,-0.084,,0.079,-0.031,-0.046,,,,,,
,-0.085,,0.08,-0.032,-0.047,,,,,,
,-0.084,,0.079,-0.031,-0.046,,,,,,
,-0.085,,0.08,-0.032,-0.047,,,,,,
,-0.083,,0.078,-0.031,-0.046,,,,,,
,-0.079,,0.074,-0.029,-0.044,,,,,,
,-0.08,,0.075,-0.029,-0.044,,,,,,
,-0.079,,0.077,-0.033,-0.042,,,,,,
,-0.08,,0.078,-0.034,-0.041,,,,,,
,-0.079,,0.077,-0.034,-0.041,,,,,,
,-0.08,,0.078,-0.035,-0.042,,,,,,
,-0.076,,0.074,-0.033,-0.04,,,,,,
,-0.074,,0.072,-0.032,-0.039,,,,,,
,-0.075,,0.073,-0.032,-0.04,,,,,,
,-0.074,,0.072,-0.031,-0.039,,,,,,
,-0.075,,0.073,-0.032,-0.04,,,,,,
,-0.071,,0.069,-0.03,-0.037,,,,,,
,-0.069,,0.067,-0.029,-0.036,,,,,,
,-0.07,,0.068,-0.03,-0.037,,,,,,
,-0.069,,0.067,-0.029,-0.036,,,,,,
,-0.07,,0.068,-0.03,-0.037,,,,,,
,-0.069,,0.067,-0.029,-0.036,,,,,,
,-0.071,,0.069,-0.03,-0.038,,,,,,
,-0.075,,0.073,-0.031,-0.039,,,,,,
,-0.075,,0.073,-0.032,-0.039,,,,,,
,-0.074,,0.072,-0.031,-0.04,,,,,,
,-0.075,,0.073,-0.032,-0.039,,,,,,
,-0.074,,0.072,-0.031,-0.04,,,,,,
,-0.074,,0.073,-0.032,-0.039,,,,,,
,-0.075,,0.072,-0.031,-0.04,,,,,,
,-0.074,,0.073,-0.031,-0.039,,,,,,
,-0.075,,0.072,-0.032,-0.04,,,,,,
,-0.074,,0.073,-0.031,-0.039,,,,,,
,-0.075,,0.072,-0.032,-0.04,,,,,,
,-0.074,,0.073,-0.035,-0.037,,,,,,
,-0.077,,0.077,-0.039,-0.037,,,,,,
,-0.08,,0.08,-0.04,-0.04,,,,,,
,-0.079,,0.079,-0.039,-0.039,,,,,,
,-0.08,,0.08,-0.039,-0.04,,,,,,
,-0.079,,0.079,-0.04,-0.039,,,,,,
,-0.08,,0.08,-0.039,-0.04,,,,,,
,-0.079,,0.079,-0.04,-0.039,,,,,,
,-0.08,,0.08,-0.039,-0.04,,,,,,
,-0.079,,0.08,-0.04,-0.039,,,,,,
,-0.08,,0.079,-0.039,-0.04,,,,,,
,-0.079,,0.08,-0.04,-0.039,,,,,,
,-0.08,,0.079,-0.039,-0.04,,,,,,
,-0.079,,0.08,-0.04,-0.039,,,,,,
,-0.08,,0.079,-0.039,-0.04,,,,,,
,-0.079,,0.08,-0.04,-0.039,,,,,,
,-0.08,,0.079,-0.039,-0.04,,,,,,
,-0.079,,,,,0.0,-0.099,-0.109,,,
,-0.079,,,,,0.0,-0.1,-0.107,,,
,-0.08,,,,,0.0,-0.099,-0.122,,,
,-0.079,,,,,0.0,-0.1,-0.13,,,
,-0.08,,,,,0.0,-0.1,-0.124,,,
,-0.08,,,,,0.0,-0.104,-0.124,,,
,-0.079,,,,,0.0,-0.105,-0.125,,,
,-0.08,,,,,0.0,-0.104,-0.124,,,
,-0.079,,,,,0.0,-0.105,-0.125,,,
,-0.08,,,,,0.0,-0.104,-0.124,,,
,-0.079,,,,,-0.004,-0.105,-0.124,,,
,-0.08,,,,,-0.005,-0.104,-0.125,,,
,-0.079,,,,,-0.004,-0.105,-0.123,,,
,-0.08,,,,,-0.005,-0.104,-0.119,,,
,-0.079,,,,,-0.004,-0.105,-0.119,,,
,-0.08,,,,,-0.005,-0.104,-0.12,,,
,-0.079,,,,,-0.004,-0.105,-0.119,,,
,-0.08,,,,,-0.005,-0.104,-0.12,,,
,-0.079,,,,,-0.004,-0.105,-0.12,,,
,-0.08,,,,,-0.005,-0.109,-0.119,,,
,-0.079,,,,,-0.004,-0.11,-0.12,,,
,-0.08,,,,,-0.005,-0.109,-0.118,,,
,-0.079,,,,,-0.004,-0.11,-0.114,,,
,-0.08,,,,,-0.004,-0.109,-0.115,,,
,-0.079,,,,,-0.008,-0.11,-0.114,,,
,-0.08,,,,,-0.01,-0.109,-0.115,,,
,-0.079,,,,,-0.009,-0.11,-0.114,,,
,-0.08,,,,,-0.009,-0.109,-0.115,,,
,-0.079,,,,,-0.01,-0.11,-0.114,,,
,-0.08,,,,,-0.009,-0.109,-0.115,,,
,-0.079,,,,,-0.01,-0.109,-0.114,,,
,-0.08,,,,,-0.009,-0.11,-0.116,,,
,-0.079,,,,,-0.01,-0.109,-0.124,,,
,-0.08,,,,,-0.009,-0.105,-0.128,,,
,-0.079,,,,,-0.01,-0.104,-0.132,,,
,-0.08,,,,,-0.009,-0.105,-0.135,,,
,-0.079,,,,,-0.01,-0.104,-0.134,,,
,-0.08,,,,,-0.009,-0.105,-0.134,,,
,-0.079,,,,,-0.01,-0.104,-0.135,,,
,-0.08,,,,,-0.009,-0.105,-0.134,,,
,-0.078,,,,,-0.01,-0.104,-0.135,,,
,-0.074,,,,,-0.009,-0.105,-0.134,,,
,-0.075,,,,,-0.01,-0.104,-0.135,,,
,-0.075,,,,,-0.01,-0.104,-0.135,,,
,-0.074,,,,,-0.009,-0.105,-0.134,,,
,-0.075,,,,,-0.01,-0.104,-0.135,,,
,-0.074,,,,,-0.009,-0.104,-0.135,,,
,-0.075,,,,,-0.01,-0.105,-0.134,,,
,-0.074,,,,,-0.009,-0.104,-0.137,,,
,-0.075,,,,,-0.01,-0.105,-0.14,,,
,-0.074,,,,,-0.009,-0.104,-0.14,,,
,-0.075,,,,,-0.01,-0.105,-0.139,,,
,-0.074,,,,,-0.009,-0.104,-0.14,,,
,-0.075,,,,,-0.01,-0.105,-0.139,,,
,-0.074,,,,,-0.009,-0.104,-0.139,,,
,-0.075,,,,,-0.01,-0.105,-0.14,,,
,-0.074,,,,,-0.009,-0.104,-0.139,,,
,-0.075,,,,,-0.01,-0.105,-0.14,,,
,-0.074,,,,,-0.009,-0.104,-0.139,,,
,-0.074,,,,,-0.01,-0.105,-0.14,,,
,-0.075,,,,,-0.009,-0.104,-0.139,,,
,-0.074,,,,,-0.01,-0.105,-0.14,,,
,-0.075,,,,,-0.009,-0.104,-0.137,,,
,-0.074,,,,,-0.01,-0.105,-0.134,,,
,-0.075,,,,,-0.009,-0.104,-0.135,,,
,-0.074,,,,,-0.01,-0.105,-0.134,,,
,-0.075,,,,,-0.006,-0.104,-0.135,,,
,-0.074,,,,,-0.004,-0.105,-0.134,,,
,-0.075,,,,,-0.005,-0.104,-0.135,,,
,-0.079,,,,,-0.004,-0.105,-0.134,,,
,-0.08,,,,,-0.004,-0.104,-0.135,,,
,-0.079,,,,,-0.005,-0.105,-0.135,,,
,-0.08,,,,,-0.004,-0.104,-0.134,,,
,-0.079,,,,,0.0,-0.105,-0.135,,,
,-0.08,,,,,0.0,-0.104,-0.134,,,
,-0.079,,,,,0.0,-0.105,-0.135,,,
,-0.08,,,,,0.0,-0.104,-0.133,,,
,-0.079,,,,,0.0,-0.105,-0.129,,,
,-0.08,,,,,0.0,-0.104,-0.13,,,
,-0.079,,,,,0.0,-0.105,-0.129,,,
,-0.08,,,,,0.002,-0.104,-0.13,,,
,-0.078,,,,,0.005,-0.105,-0.129,,,
,-0.074,,,,,0.004,-0.104,-0.13,,,
,-0.075,,,,,0.004,-0.105,-0.129,,,
,-0.074,,,,,0.005,-0.104,-0.13,,,
,-0.075,,,,,0.004,-0.105,-0.129,,,
,-0.075,,,,,0.005,-0.105,-0.129,,,
,-0.074,,,,,0.009,-0.104,-0.13,,,
,-0.075,,,,,0.01,-0.105,-0.129,,,
,-0.074,,,,,0.009,-0.104,-0.13,,,
,-0.075,,,,,0.01,-0.105,-0.129,,,
,-0.074,,,,,0.009,-0.104,-0.13,,,
,-0.075,,,,,0.01,-0.105,-0.129,,,
,-0.074,,,,,0.009,-0.104,-0.13,,,
,-0.075,,,,,0.012,-0.105,-0.129,,,
,-0.073,,,,,0.015,-0.104,-0.13,,,
,-0.07,,,,,0.015,-0.105,-0.129,,,
,-0.069,,,,,0.014,-0.104,-0.13,,,
,-0.07,,,,,0.015,-0.105,-0.129,,,
,-0.07,,,,,0.014,-0.104,-0.13,,,
,-0.069,,,,,0.015,-0.105,-0.129,,,
,-0.07,,,,,0.014,-0.104,-0.13,,,
,-0.069,,,,,0.015,-0.105,-0.129,,,
,-0.07,,,,,0.014,-0.104,-0.13,,,
,-0.069,,,,,0.015,-0.105,-0.129,,,
,-0.07,,,,,0.014,-0.104,-0.13,,,
,-0.07,,,,,0.015,-0.105,-0.129,,,
,-0.069,,,,,0.014,-0.104,-0.13,,,
,-0.07,,,,,0.015,-0.105,-0.129,,,
,-0.069,,,,,0.014,-0.104,-0.13,,,
,-0.064,,,,,0.015,-0.105,-0.129,,,
,-0.06,,,,,0.014,-0.104,-0.13,,,
,-0.06,,,,,0.015,-0.105,-0.129,,,
,-0.058,,,,,0.014,-0.104,-0.13,,,
,-0.055,,,,,0.015,-0.105,-0.129,,,
,-0.055,,,,,0.014,-0.105,-0.13,,,
,-0.052,,,,,0.015,-0.106,-0.129,,,
,-0.047,,,,,0.014,-0.102,-0.13,,,
,-0.044,,,,,0.015,-0.092,-0.128,,,
,-0.044,,,,,0.014,-0.085,-0.12,,,
,-0.041,,,,,0.015,-0.077,-0.116,,,
,-0.04,,,,,0.013,-0.069,-0.109,,,
,-0.038,,,,,0.017,-0.061,-0.103,,,
,-0.029,,,,,0.025,-0.053,-0.099,,,
,-0.025,,,,,0.029,-0.045,-0.091,,,
,-0.022,,,,,0.032,-0.047,-0.086,,,
,-0.015,,,,,0.039,-0.051,-0.082,,,
,-0.008,,,,,0.046,-0.049,-0.078,,,
,-0.005,,,,,0.05,-0.05,-0.075,,,
,-0.002,,,,,0.054,-0.049,-0.071,,,
,0.005,,,,,0.052,-0.05,-0.067,,,
,0.011,,,,,0.049,-0.049,-0.063,,,
,0.016,,,,,0.049,-0.05,-0.06,,,
,0.024,,,,,0.05,-0.049,-0.059,,,
,0.028,,,,,0.046,-0.053,-0.06,,,
,0.034,,,,,0.043,-0.055,-0.059,,,
,0.041,,,,,0.045,-0.054,-0.059,,,
,0.044,,,,,0.045,-0.055,-0.06,,,
,0.04,,,,,0.037,-0.054,-0.059,,,
,0.039,,,,,0.031,-0.055,-0.06,,,
,0.038,,,,,0.029,-0.054,-0.059,,,
,0.035,,,,,0.023,-0.055,-0.06,,,
,0.034,,,,,0.016,-0.055,-0.059,,,
,0.031,,,,,0.011,-0.058,-0.06,,,
,0.029,,,,,0.007,-0.06,-0.059,,,
,0.028,,,,,0.002,-0.059,-0.06,,,
,0.024,,,,,0.0,-0.06,-0.059,,,
,0.025,,,,,0.0,-0.06,-0.06,,,
,0.021,,,,,-0.003,-0.059,-0.059,,,
,0.02,,,,,-0.005,-0.06,-0.06,,,
,0.018,,,,,-0.005,-0.059,-0.058,,,
,0.005,,,,,-0.009,-0.059,-0.06,,,
,-0.003,,,,,-0.009,-0.058,-0.074,,,
,-0.009,,,,,-0.012,-0.067,-0.087,,,
,-0.019,,,,,-0.015,-0.078,-0.09,,,
,-0.03,,,,,-0.015,-0.079,-0.09,,,
,-0.039,,,,,-0.019,-0.08,-0.089,,,
,-0.047,,,,,-0.02,-0.079,-0.09,,,
,-0.049,,,,,-0.017,-0.082,-0.089,,,
,-0.042,,,,,-0.013,-0.085,-0.091,,,
,-0.04,,,,,-0.009,-0.084,-0.1,,,
,-0.058,,,,,-0.006,-0.084,-0.104,,,
,-0.072,,,,,-0.002,-0.082,-0.106,,,
,-0.076,,,,,0.001,-0.09,-0.115,,,
,-0.08,,,,,0.005,-0.106,-0.131,,,
,-0.084,,,,,0.005,-0.109,-0.134,,,
,-0.084,,,,,0.001,-0.11,-0.134,,,
,-0.085,,,,,0.0,-0.109,-0.137,,,
,-0.084,,,,,-0.001,-0.11,-0.14,,,
,-0.085,,,,,-0.005,-0.109,-0.14,,,
,-0.085,,,,,-0.004,-0.11,-0.144,,,
,-0.085,,,,,-0.003,-0.112,-0.146,,,
,-0.084,,,,,-0.006,-0.115,-0.143,,,
,-0.085,,,,,-0.009,-0.115,-0.14,,,
,-0.084,,,,,-0.01,-0.114,-0.139,,,
,-0.085,,,,,-0.009,-0.114,-0.139,,,
,-0.084,,,,,-0.012,-0.115,-0.14,,,
,-0.085,,,,,-0.015,-0.113,-0.138,,,
,-0.085,,,,,-0.015,-0.11,-0.135,,,
,-0.089,,,,,-0.014,-0.109,-0.135,,,
,-0.09,,,,,-0.018,-0.11,-0.134,,,
,-0.089,,,,,-0.02,-0.108,-0.136,,,
,-0.09,,,,,-0.019,-0.104,-0.134,,,
,-0.089,,,,,-0.019,-0.104,-0.13,,,
,-0.09,,,,,-0.016,-0.105,-0.129,,,
,-0.089,,,,,-0.014,-0.102,-0.13,,,
,-0.089,,,,,-0.016,-0.098,-0.129,,,
,-0.09,,,,,-0.014,-0.1,-0.13,,,
,-0.089,,,,,-0.011,-0.1,-0.129,,,
,-0.09,,,,,-0.009,-0.096,-0.126,,,
,-0.089,,,,,-0.01,-0.094,-0.124,,,
,-0.09,,,,,-0.008,-0.096,-0.125,,,
,-0.09,,,,,-0.005,-0.094,-0.124,,,
,-0.086,,,,,-0.004,-0.091,-0.125,,,
,-0.084,,,,,-0.004,-0.089,-0.121,,,
,-0.085,,,,,-0.005,-0.09,-0.119,,,
,-0.084,,,,,-0.004,-0.088,-0.119,,,
,-0.085,,,,,0.003,-0.085,-0.12,,,
,-0.084,,,,,0.011,-0.082,-0.118,,,
,-0.085,,,,,0.02,-0.089,-0.122,,,
,-0.084,,,,,0.025,-0.074,-0.113,,,
,-0.085,,,,,0.03,-0.023,-0.084,,,
,-0.084,,,,,0.048,0.022,-0.06,,,
,-0.085,,,,,0.076,0.076,-0.028,,,
,-0.084,,,,,0.083,0.095,0.017,,,
,-0.085,,,,,0.066,0.076,0.04,,,
,-0.084,,,,,0.056,0.065,0.034,,,
,-0.085,,,,,0.043,0.057,0.072,,,
,-0.083,,,,,0.035,0.048,0.134,,,
,-0.089,,,,,0.014,0.034,0.196,,,
,-0.082,,,,,-0.022,0.025,0.248,,,
,-0.016,,,,,-0.051,0.022,0.288,,,
,0.067,,,,,-0.103,-0.054,0.318,,,
,0.142,,,,,-0.17,-0.184,0.304,,,
,0.212,,,,,-0.242,-0.341,0.252,,,
,0.291,,,,,-0.308,-0.523,0.211,,,
,0.372,,,,,-0.33,-0.677,0.174,,,
,0.432,,,,,-0.32,-0.804,0.093,,,
,0.427,,,,,-0.305,-0.897,-0.037,,,
,0.368,,,,,-0.285,-0.949,-0.186,,,
,0.316,,,,,-0.234,-0.989,-0.325,,,
,0.28,,,,,-0.18,-1.074,-0.491,,,
,0.257,,,,,-0.134,-1.171,-0.673,,,
,0.213,,,,,-0.058,-1.221,-0.875,,,
,0.14,,,,,0.039,-1.22,-1.079,,,
,0.075,,,,,0.079,-1.215,-1.217,,,
,0.018,,,,,0.037,-1.242,-1.278,,,
,-0.042,,,,,-0.038,-1.292,-1.328,,,
,-0.098,,,,,-0.081,-1.297,-1.345,,,
,-0.153,,,,,-0.073,-1.213,-1.289,,,
,-0.211,,,,,-0.06,-1.121,-1.227,,,
,-0.269,,,,,-0.082,-1.06,-1.184,,,
,-0.31,,,,,-0.121,-0.995,-1.118,,,
,-0.324,,,,,-0.139,-0.906,-1.016,,,
,-0.322,,,,,-0.128,-0.81,-0.912,,,
,-0.315,,,,,-0.119,-0.734,-0.823,,,
,-0.333,,,,,-0.092,-0.667,-0.74,,,
,-0.355,,,,,-0.039,-0.602,-0.667,,,
,-0.341,,,,,0.002,-0.544,-0.613,,,
,-0.329,,,,,0.024,-0.486,-0.56,,,
,-0.316,,,,,0.044,-0.426,-0.501,,,
,-0.308,,,,,0.056,-0.359,-0.446,,,
,-0.297,,,,,0.049,-0.283,-0.383,,,
,-0.267,,,,,0.049,-0.207,-0.298,,,
,-0.233,,,,,0.049,-0.158,-0.25,,,
,-0.207,,,,,0.05,-0.118,-0.215,,,
,-0.183,,,,,0.049,-0.083,-0.177,,,
,-0.16,,,,,0.049,-0.061,-0.151,,,
,-0.148,,,,,0.045,-0.036,-0.122,,,
,-0.139,,,,,0.044,-0.022,-0.104,,,
,-0.131,,,,,0.044,-0.017,-0.097,,,
,-0.124,,,,,0.045,-0.009,-0.088,,,
,-0.116,,,,,0.044,-0.001,-0.076,,,
,-0.108,,,,,0.045,0.006,-0.068,,,
,-0.1,,,,,0.042,0.014,-0.058,,,
,-0.093,,,,,0.038,0.022,-0.046,,,
,-0.09,,,,,0.04,0.03,-0.039,,,
,-0.086,,,,,0.047,0.037,-0.036,,,
,-0.084,,,,,0.053,0.042,-0.032,,,
,-0.083,,,,,0.054,0.046,-0.028,,,
,-0.08,,,,,0.055,0.049,-0.024,,,
,-0.08,,,,,0.054,0.049,-0.02,,,
,-0.076,,,,,0.055,0.053,-0.016,,,
